id,meanWi_before1970,meanSu_before1970,meanWi_after1990,meanSu_after1990,lat,long,elev
837,22.15576923,29.30277778,22.28974359,29.63690476,16.03,108.18,7
838,14.75416667,27.50666667,15.50961538,27.81449275,22.2,113.53,59
839,12.338,4.414236111,13.52666667,5.371794872,-22.1,-65.6,3459
840,22.47688172,13.05666667,23.44027778,13.12878788,-24.38,-65.08,905
842,26.60619048,15.92525253,28.18055556,17.28888889,-24.17,-62.9,205
843,28.01666667,17.81666667,27.83015873,18.05833333,-24.7,-60.58,130
844,24.93645833,13.01282051,25.12820513,13.74066667,-26.85,-65.1,450
845,26.24102564,13.57692308,26.83269231,13.91133333,-27.77,-64.3,199
846,25.94561404,15.54912281,26.41217949,15.89666667,-27.45,-59.05,52
847,26.21666667,17.05,27.02948718,17.19933333,-26.2,-58.23,60
848,25.90315315,15.66018519,26.14791667,16.39791667,-27.45,-58.77,62
849,26.17061404,16.89583333,26.80192308,17.42666667,-27.37,-55.97,133
850,26.3457265,11.97179487,26.96730769,12.19133333,-29.38,-66.82,429
851,26.57575758,12.58897436,27.03,13.03043478,-28.6,-65.77,454
852,25.27982456,13.10540541,25.475,13.57101449,-29.88,-61.95,88
853,25.48333333,14.2625,25.67820513,14.60133333,-29.18,-59.7,53
854,24.63921569,13.55166667,25.40705128,14.11736111,-29.68,-57.15,70
855,24.99444444,8.680952381,26.33525641,8.976666667,-31.57,-68.87,598
856,21.89814815,10.09907407,22.30512821,10.32916667,-31.32,-64.22,474
857,22.94273504,10.68596491,23.11217949,10.928,-31.67,-63.88,338
858,23.78504274,11.9490991,24.13141026,12.298,-31.78,-60.48,78
859,24.27719298,12.33240741,24.6025641,12.95666667,-31.3,-58.02,38
861,23.95811966,10.24324324,24.02179487,10.78466667,-33.27,-66.35,713
862,22.37037037,8.622222222,22.40705128,8.486805556,-33.73,-65.38,486
863,22.62136752,9.624358974,22.32466667,10.10972222,-33.12,-64.23,421
864,23.64942529,11.14252874,23.96153846,11.09347826,-32.92,-60.78,25
865,23.67407407,11.32962963,24.10833333,11.84,-33,-58.62,21
866,22.47407407,8.17037037,22.57733333,8.054,-34.58,-68.4,748
867,22.68888889,9.144444444,22.76466667,9.55530303,-34.13,-63.37,137
868,22.24444444,8.653703704,21.92435897,9.249333333,-35.87,-61.9,86
869,22.12522523,9.587962963,22.28012821,9.836666667,-34.55,-60.92,81
870,21.735,9.254444444,21.60333333,9.248148148,-36.07,-59.1,38
871,22.98148148,10.65555556,23.4025641,10.97,-34.82,-58.53,20
872,23.4,11.51851852,23.353125,12.12916667,-34.6,-58.5,6
873,23.47253521,11.31400966,23.82,12.05111111,-34.58,-58.48,25
874,21.64814815,9.803703704,22.27179487,10.38333333,-35.37,-57.28,22
875,22.76369048,7.825925926,22.875,8.434,-36.57,-64.27,191
876,20.81842105,8.007894737,20.4375,8.2375,-36.75,-59.83,132
877,20.70630631,8.842342342,21.08055556,8.758333333,-36.35,-57.73,9
878,20.57444444,7.801111111,20.98141026,8.263194444,-38.33,-60.25,115
879,18.51754386,8.137719298,19.36527778,8.0875,-37.93,-57.58,21
880,22.54358974,6.602564103,22.90576923,7.036,-38.95,-68.13,271
881,21.56666667,7.939497717,22.38623188,8.481818182,-38.7,-62.2,72
882,13.50769231,2.941452991,14.55897436,2.781333333,-41.15,-71.17,840
883,18.17037037,3.907407407,18.86071429,4.623809524,-41.25,-68.73,888
884,20.93205128,7.776754386,22.10724638,7.777272727,-40.78,-65.1,20
885,14.14254386,2.724074074,14.93333333,2.979166667,-42.93,-71.15,785
886,19.84975845,6.3352657,20.45320513,6.740666667,-43.2,-65.27,43
887,18.24273504,7.247008547,18.82179487,7.31,-45.78,-67.5,46
888,14.57368421,2.157291667,15.48444444,2.538095238,-48.78,-70.17,357
889,14.62222222,4.266666667,15.53076923,4.384,-47.73,-65.92,80
890,12.61481481,1.640740741,13.03888889,1.655,-50.33,-72.3,220
891,14.55740741,3.433333333,15.37371795,3.901333333,-49.32,-67.75,62
892,13.90078125,2.207258065,13.3,NA,-50.02,-68.57,111
894,9.258119658,2.134210526,9.173076923,2.239583333,-54.8,-68.32,14
895,-0.146969697,-10.85813953,1.122,-10.41914894,-63.4,-56.98,13
896,25.84803922,24.59555556,26.80625,25.36527778,-11.03,-68.78,235
897,26.18421053,25.61052632,27.1225,25.85416667,-11,-66.12,141
899,25.88425926,22.46481481,26.75833333,23.41052632,-14.47,-67.57,204
900,24.70438596,20.56833333,25.26111111,22.03333333,-16.15,-62.02,497
901,25.375,20.9037037,26.12962963,22.31764706,-16.38,-60.97,413
902,18.6954023,14.57592593,19.63425926,15.23518519,-17.42,-66.18,2548
903,26.58717949,22.43333333,27.62745098,22.92916667,-17.8,-60.73,284
905,27.31666667,21.03666667,27.06458333,22.25444444,-18.98,-57.82,134
906,25.02735043,24.02051282,26.35396825,25.44035088,-0.13,-67.08,90
907,25.96491228,26.51481481,26.60448718,26.99466667,-1.45,-48.47,10
908,26.7,25.99411765,28.1,NA,-1.72,-45.4,44
909,25.9625,26.55238095,26.38333333,25.721875,-4.38,-70.03,65
911,26.17857143,25.22222222,26.738,26.63333333,-5.5,-45.27,153
912,26.48468468,24.73040541,28.29652778,26.75797101,-5.2,-39.3,212
913,24.83194444,25.56666667,26.19479167,25.3,-8.77,-63.92,95
914,25.24761905,25.10166667,26.37826087,26.96944444,-10.52,-48.72,239
915,26.50900901,23.71851852,27.50333333,24.74375,-15.55,-56.12,151
916,25.51428571,21.61746032,26.48695652,22.72936508,-17.73,-39.25,3
917,26.68238095,21.64114583,27.78095238,22.87719298,-19.08,-57.5,130
918,26.48571429,20.70208333,27.096875,21.13529412,-20.78,-51.7,313
919,27.38333333,23.45555556,26.84,22.8625,-20.5,-29.32,5
920,24.49722222,17.64583333,24.55119048,17.9125,-22.53,-55.73,650
922,20.42137681,13.91893939,21.35064103,14.85625,-25.43,-49.27,924
923,24.12777778,17.57037037,25.02051282,17.28055556,-27.58,-48.57,2
924,24.07301587,14.55238095,24.59102564,14.99266667,-30,-51.18,3
925,21.76349206,11.61666667,22.15897436,12.01133333,-33.52,-53.35,24
926,21.50630631,15.85833333,21.74930556,15.99393939,-18.33,-70.33,58
927,18.73333333,12.76851852,19.13863636,13.51333333,-23.43,-70.43,135
928,22.46160714,17.89791667,22.67238095,18.04809524,-27.15,-109.42,51
929,18.49722222,10.67166667,19.00357143,11.8547619,-27.3,-70.42,291
930,15.77692308,9.830769231,16.51266667,10.712,-29.9,-71.2,142
931,14.87314815,9.413333333,15.64166667,9.525,-32.78,-71.52,8
932,19.16622807,7.657657658,19.96533333,8.444,-33.38,-70.78,475
933,19.86296296,8.555555556,20.37333333,8.837333333,-33.43,-70.68,520
934,17.59382716,12.38106061,17.8947619,12.69166667,-33.67,-78.98,30
935,18.87948718,6.844791667,19.91666667,7.812121212,-34.97,-71.23,228
936,15.51111111,8.304545455,16.08733333,9.184,-36.77,-73.05,12
937,14.74375,6.602380952,15.242,7.078666667,-38.75,-72.63,114
939,14.20625,6.40952381,14.87777778,6.613333333,-40.6,-73.05,65
940,12.99215686,5.979411765,13.492,6.270666667,-41.42,-73.08,85
941,12.79111111,4.011111111,11.9,4.033333333,-45.4,-72.67,11
942,10.825,0.519444444,11.68666667,1.015333333,-45.92,-71.68,520
943,10.22582781,2.033333333,10.34010417,1.705913978,-53,-70.85,37
944,0.45,-8,0.902666667,-5.723263889,-62.42,-58.88,10
945,0.427083333,-7.166666667,1.349166667,-5.645045045,-62.5,-59.68,5
946,26.5037037,27.53333333,26.96733333,28.14722222,12.58,-81.72,6
947,27.62291667,28.62564103,27.38819444,28.78939394,10.45,-75.52,12
948,26.88333333,28.175,26.89533333,28.02152778,10.9,-74.8,21
949,26.6047619,27.4,26.37826087,28.66363636,7.9,-72.6,309
950,22.65098039,22.975,22.66666667,23.62111111,6.22,-75.6,1499
951,12.50555556,12.75238095,13.13115942,13.25378788,4.72,-74.15,2548
952,26.63703704,24.53333333,27.17986111,25.18939394,4.17,-73.62,431
953,23.65490196,23.69313725,23.53333333,23.79066667,3.4,-76.4,964
954,12.85925926,11.87083333,13.61,12.81,0.82,-77.7,2950
955,13.20520833,13.09111111,13.25208333,13.81666667,-0.15,-78.48,2812
956,24.96111111,23.57777778,25.44705882,24.13431373,-1.1,-79.47,73
957,26.275,23.83333333,26.38809524,24.6,-2.15,-79.88,9
958,10.79814815,10.21296296,11.78958333,11.44777778,-2.55,-78.93,3120
959,26.02857143,26.47333333,26.64222222,26.94777778,6.8,-58.15,2
961,27.26481481,20.77536232,27.99,21.51190476,-20.22,-58.17,96
963,26.81960784,19.11764706,27.71439394,19.78166667,-22.28,-57.87,87
964,24.71515152,18.68666667,24.72666667,18.77083333,-22.58,-55.65,662
965,26.74166667,18.74444444,27.56733333,19.17222222,-23.42,-57.3,74
967,26.14137931,17.0547619,26.25533333,17.60416667,-25.8,-56.3,155
968,25.97719298,15.57222222,26.39090909,15.88888889,-26.85,-58.32,56
969,25.77142857,16.20238095,26.12826087,16.92898551,-26.67,-57.15,126
970,25.73793103,15.92758621,26.07430556,16.36041667,-27.32,-55.83,91
971,24.99791667,24.09555556,25.99733333,25.27333333,-3.75,-73.25,126
972,22.93333333,18.91111111,23.54666667,19.50333333,-4.57,-81.25,90
973,24.95757576,20.66363636,25.92666667,21.59,-5.18,-80.6,55
975,15.00740741,14.13333333,14.74583333,14.71666667,-6.22,-77.83,2435
976,22.46089744,18.414,23.56388889,19.56014493,-6.78,-79.83,34
977,26.1377193,24.95111111,27.15064103,26.01884058,-6.45,-76.38,282
978,15.04242424,14.24666667,15.75,15.17916667,-7.13,-78.47,2622
979,27.24666667,25.97333333,27.90740741,27,-7.22,-76.72,363
980,19.045,16.16862745,20.36590909,17.23859649,-8.1,-79.03,30
981,25.37619048,24.38596491,26.14551282,25.49722222,-8.42,-74.6,149
982,22.16666667,17.6,22.38148148,18.44375,-9.17,-78.52,21
983,23.80277778,23.47333333,24.81296296,24.79166667,-9.13,-75.95,665
984,20.92222222,19.39444444,21.98333333,20.3125,-9.9,-75.75,1860
985,20.68333333,15.99047619,22.32222222,17.33181818,-12,-77.12,13
986,26.55,24.95185185,26.35833333,25.25,-12.63,-69.2,266
987,11.83333333,10.20238095,13.02028986,10.37536232,-13.55,-71.98,3249
988,21.01507937,15.86984127,22.45833333,17.20072464,-13.75,-76.28,7
989,21.47460317,15.95873016,21.99166667,16.1,-15.38,-75.17,60
990,11.88,8.606666667,12.12948718,9.220833333,-15.48,-70.15,3827
991,20.64916667,13.13333333,20.91466667,14.06956522,-18.07,-70.3,469
992,26.82521368,27.44649123,26.95,27.51833333,5.95,-57.03,2
993,24.82407407,25.57037037,25.49318182,26.2,5.45,-55.2,15
994,25.08611111,13.29333333,24.72933333,13.81,-30.38,-56.5,120
995,23.64803922,12.30104167,23.87666667,12.81066667,-30.88,-55.53,241
996,24.16507937,12.42460317,24.51960784,12.80686275,-31.38,-57.95,33
997,24.18541667,12.15111111,24.114,12.79266667,-32.33,-58.03,61
998,22.56904762,11.67261905,22.88,12.088,-32.37,-54.22,100
999,23.36578947,11.68947368,23.71893939,11.98695652,-32.8,-56.52,75
1000,23.34722222,11.1787037,23.59090909,11.72121212,-33.25,-58.07,17
1001,22.39814815,11.79270833,22.43214286,12.13958333,-33.22,-54.38,46
1002,22.85964912,11.88157895,23.27333333,12.05952381,-34.45,-57.83,22
1003,21.0462963,11.12037037,21.632,11.446,-34.48,-54.3,18
1004,21.88148148,10.98518519,21.96416667,11.5515873,-34.83,-56,32
1005,22.94313725,23.09333333,23.6474359,23.96746032,10.07,-69.32,614
1006,24.39814815,24.99375,25.32708333,25.66060606,10.25,-67.65,437
1007,24.77807018,26.74901961,25.32592593,27.56145833,10.6,-66.98,48
1008,25.97619048,26.62380952,26.88066667,27.09375,10.12,-64.68,7
1009,25.75833333,26.47380952,26.39637681,27.12608696,9.75,-63.18,66
1010,18.78703704,19.74019608,19.21866667,20.366,8.6,-71.18,1498
1012,24.99487179,27.36818182,25.725,27.62638889,7.85,-72.45,378
1013,26.54333333,25.59074074,27.572,26.59027778,7.9,-67.42,48
1014,22.93684211,23.79122807,23.93939394,24.5377193,7.3,-61.45,181
1015,26.70666667,24.18888889,27.49513889,24.98636364,5.6,-67.5,74
1016,21.38333333,20.9537037,21.95083333,21.38981481,4.6,-61.12,907
1017,24.37777778,25.36296296,25.47843137,25.99479167,5.5,-54.03,9
1018,25.37592593,25.47407407,25.98717949,26.11066667,4.83,-52.37,9
1019,24.48888889,24.91851852,25.41,25.89736842,3.88,-51.8,7
1021,4.603247863,-1.456666667,5.692307692,-0.757638889,-54.27,-36.5,3
1022,24.96140351,26.60490196,25.68866667,27.24027778,13.07,-59.48,56
1023,23.554,27.45763889,24.64230769,28.44866667,17.53,-88.3,5
1024,-27.3,13.79102564,-25.01736111,14.528,65.28,-126.8,74
1025,-29.08444444,4.123076923,-26.7125,3.683333333,72,-125.27,88
1026,-15.15940171,14.14342105,-12.02745098,15.24215686,55.3,-114.78,581
1027,-33.4031746,1.692063492,-32.48809524,1.480952381,76.23,-119.33,12
1028,-24.14880952,14.13589744,-23.00833333,15.55833333,59.57,-108.48,318
1029,-17.75,12.73333333,-21.38020833,14.61222222,56.87,-101.08,357
1030,-21.11111111,12.71111111,-21.27692308,14.59266667,55.8,-97.85,204
1031,-28.78205128,3.484615385,-28.64652778,4.11875,68.78,-81.25,8
1032,-32.73166667,0.476666667,-32.71904762,0.693939394,82.5,-62.33,66
1033,-25.99770115,3.171604938,-27.10092593,3.614814815,70.48,-68.52,26
1034,-25.54545455,5.430555556,-23.75,5.233333333,68.88,-75.13,161
1035,-24.91969697,3.327777778,-22.95,3.366666667,68.65,-71.17,527
1036,-23.41410256,2.332051282,NA,5.2,68.47,-66.8,390
1037,-20.83333333,3.28,-21.33333333,2.456666667,66.58,-61.62,393
1039,3.211538462,13.16282051,4.217333333,13.4875,50.68,-127.37,22
1040,-15.7547619,15.29047619,-13.396,16.40069444,54.42,-110.28,541
1041,-9.672764228,12.35534188,-7.74,13.23333333,51.18,-115.57,1384
1042,-13.47,14.75185185,-12.27333333,14.55333333,53.3,-113.58,723
1044,-2.943333333,12.34358974,-2.96754386,14.08431373,47.57,-59.17,40
1045,-9.121212121,15.83333333,-8.463333333,16.54333333,46.48,-84.5,192
1046,1.191898148,15.56830986,1.869871795,16.288,43.93,-60.02,4
1047,-2.920512821,16.30897436,-3.225757576,17.28787879,44.63,-63.5,51
1048,-1.456790123,15.68148148,-1.451041667,16.32777778,43.83,-66.08,43
1049,-4.415833333,19.88947368,-3.907575758,20.29393939,43.67,-79.63,173
1050,-8.144047619,20.01547619,-7.643939394,20.31212121,45.47,-73.75,36
1051,-7.79122807,17.50701754,-7.78,18.00666667,45.87,-66.53,20
1052,-8.52962963,17.09012346,-11.15,18.2,47,-65.5,34
1053,-7.040449438,16.35093633,-6.466666667,17.02333333,46.28,-63.13,54
1054,-5.130555556,15.39737828,-4.473333333,16.36666667,46.17,-60.05,62
1055,-11.40392157,16.68235294,-12.33333333,17,46.38,-75.97,173
1057,-11.82846154,17.08389831,-10.49545455,17.71212121,46.35,-79.43,371
1058,-7.413043478,18.26231884,-7.844047619,18.44166667,45.88,-82.57,193
1059,-13.06785714,15.75714286,-12.01666667,15.62222222,48.37,-89.32,199
1061,-5.644444444,14.4010101,-5.463333333,14.82986111,48.95,-54.57,151
1062,-12.39871795,13.32133333,-13.5030303,13.88939394,50.22,-66.27,55
1063,-11.62321429,12.77606061,-11.25,13.74933333,50.18,-61.82,11
1064,-4.25952381,14.46547619,-5.537878788,14.72727273,48.53,-58.55,26
1065,-14.46206897,13.52261905,-15.21025641,14.08666667,53.32,-60.42,49
1066,-11,11.61714286,-11.67866667,11.67847222,53.7,-57.03,14
1068,-16.43787879,14.90909091,-15.1875,16.05757576,49.42,-82.47,227
1070,-18.20442708,14.03924731,-16.29791667,14.76376812,51.27,-80.65,10
1071,-17.02395833,15.89791667,-15.72564103,16.76933333,50.12,-91.9,390
1072,-21.56833333,13.91935484,-20.23846154,14.7875,53.8,-89.88,224
1073,-17.27333333,17.28148148,-14.98636364,17.77575758,49.9,-97.23,239
1074,-15.99623656,16.91611111,-15.09444444,17.90416667,51.1,-100.05,305
1075,-16.04230769,16.70088889,-13.92424242,16.96060606,50.43,-104.67,577
1076,-19.34972222,16.11751412,-17.11474359,16.768,53.97,-101.1,271
1077,-17.86879845,15.48975904,-15.32435897,16.594,53.22,-105.68,428
1080,-7.698529412,16.39343434,-6.121212121,16.53030303,49.63,-112.8,929
1081,-8.998431373,14.87764228,-7.13,14.88666667,51.12,-114.02,1084
1082,-11.8762963,15.75093633,-9.454545455,16.53636364,53.57,-113.52,671
1083,-3.175738397,19.72606838,-1.47,20.22857143,50.7,-120.45,346
1085,4.80177305,13.06590909,5.678205128,14.1030303,49.38,-126.55,7
1086,-8.667241379,14.08821839,-6.86969697,14.84242424,53.88,-122.68,691
1087,1.460483871,12.2594086,2.425490196,12.96770833,54.3,-130.43,34
1088,3.311111111,12.06041667,3.86,12.10666667,54.25,-133.05,41
1089,-20.45714286,10.05,-20.95,10.85733333,58.1,-68.4,36
1090,-22.82326389,6.890740741,-21.13866667,9.329710145,58.45,-78.12,6
1091,-24.78154762,5.257142857,-23.08066667,6.368055556,63.8,-68.6,21
1092,-25.4759887,9.787643678,-23.56794872,10.988,58.73,-94.07,29
1093,-28.56666667,5.977160494,-27.44358974,7.282666667,64.2,-83.37,64
1094,-36.39621212,3.845454545,-35.23846154,4.545333333,79.98,-85.93,10
1095,-18.88333333,14.71666667,-16.7469697,16.06969697,55.15,-105.27,379
1096,-31.40434783,2.259090909,-29.91875,2.618,74.72,-94.98,67
1097,-32.46203704,5.295833333,-30.05733333,6.506666667,69.1,-105.12,27
1101,-22.97894737,13.65292793,-19.83214286,14.4974359,60.83,-115.78,166
1102,-25.91785714,14.19642857,-23.48666667,15.2,62.47,-114.45,206
1103,-28.40614035,7.192735043,-26.67,8.633333333,67.82,-115.13,22
1104,-20.51363636,15.34375,-17.86923077,15.83733333,58.83,-122.58,382
1105,-25.15962441,14.79642857,-21.74487179,15.96666667,61.75,-121.23,169
1106,-8.225333333,13.48611111,-5.934615385,14.22692308,54.82,-127.18,523
1107,-22.140625,13.49462366,-21.18703704,13.65185185,60.12,-128.82,690
1108,-28.125,11.55454545,-24.12466667,12.38666667,68.3,-133.48,68
1109,-16,13.16428571,-13.10384615,13.43550725,60.72,-135.07,703
1110,-26.05972222,13.5652381,-22.02,14.24642857,64.05,-139.13,370
1111,21.85625,21.42222222,22.38095238,22.24444444,10,-84.22,939
1112,24.79444444,25.5,24.98958333,26.43015873,10,-83.05,3
1113,22.55833333,27.00833333,23.43055556,27.73,21.87,-84.95,8
1114,21.61842105,26.65208333,22.55333333,27.5,23.17,-82.35,50
1115,21.6952381,25.88095238,22.82777778,26.95,21.4,-77.85,124
1116,25.06666667,27.41025641,25.78076923,27.82820513,18.43,-69.88,14
1117,26.03452381,28.74285714,NA,30,16.47,-85.92,2
1118,19.48214286,21.94102564,20.10873016,22.53333333,14.05,-87.22,1007
1120,12.10679012,27.2775641,12.34416667,27.58333333,28.63,-106.08,1435
1121,18.13431373,29.86236559,18.60119048,29.84871795,26.72,-108.28,238
1122,14.92101449,29.67248062,15.01746032,29.82460317,26.88,-101.42,615
1123,16.09833333,28.47192982,16.73560606,29.18333333,25.53,-103.45,1124
1125,16.47251462,28.74012346,16.79583333,29.1125,25.87,-100.2,512
1126,19.73939394,30.0155914,20.30606061,30.19637681,24.27,-110.42,18
1128,10.05294118,15.71444444,10.57666667,16.08796296,22.78,-102.57,2612
1130,19.10198413,24.86324786,19.51315789,25.25175439,21.52,-104.9,922
1131,14.03157895,18.59736842,15.11466667,20.41811594,21.02,-101.25,1999
1132,22.70602837,26.56847826,23.49583333,27.77916667,21.3,-89.82,14
1133,15.25396825,20.6825,16.19074074,21.87708333,20.67,-103.38,1551
1134,23.02365591,27.19166667,24.04782609,28.05634921,20.98,-89.65,9
1135,25.10643939,28.58974359,25.87083333,29.45378788,19.05,-104.33,3
1136,16.36518519,21.20609756,17.25,21.95357143,19.98,-102.32,1562
1137,14.93245614,18.9875,15.93015873,20.04710145,19.7,-101.18,1913
1138,13.68977273,17.14541667,14.8952381,17.86083333,19.4,-99.2,2303
1139,13.30119048,17.05585586,14.60833333,18.06515152,19.05,-98.17,2179
1140,14.56666667,19.05740741,15.24313725,20.06458333,19.53,-96.92,1389
1141,18.47685185,20.45490196,19.45555556,21.45,18.88,-99.23,1618
1142,21.44333333,26.73333333,22.69047619,28.04027778,18.15,-94.42,23
1143,24.98333333,28.946875,25.03205128,29.46363636,18.48,-88.3,9
1144,26.28083333,28.32352941,26.80984848,29.34492754,16.83,-99.93,13
1145,26.0530303,28.91969697,26.56060606,29.90833333,16.17,-95.2,6
1146,12.62254902,16.22604167,13.27352941,17.15490196,16.73,-92.63,2276
1147,20.95215686,26.71296296,22.51466667,28.48888889,25.05,-77.47,7
1148,25.33194444,26.70694444,26.03541667,27.24855072,10.62,-61.35,15
1149,11.40809524,27.26960784,11.6047619,27.29814815,31.06,-87.05,26
1150,11.45340136,26.20398551,11.07820513,26.75066667,30.55,-87.88,7
1151,7.657638889,25.52753623,7.974358974,26.60666667,32.83,-88.13,38
1152,8.149509804,25.81085859,8.159027778,26.3442029,32.7,-87.58,67
1153,8.490789474,25.01986301,8.264393939,25.0047619,31.87,-86.25,132
1154,6.596296296,26.27179487,6.4125,26.40925926,34.74,-87.6,165
1155,5.827868852,24.64827586,5.555555556,25.11444444,34.17,-86.81,244
1157,9.629040404,26.73968254,9.566666667,27.30416667,32.41,-87.02,45
1158,6.876865672,25.07102564,6.944444444,25.4942029,33.42,-86.14,137
1159,9.583333333,26.69800995,9.408333333,26.85,31.54,-87.88,119
1160,10.1489071,26.42711864,10.11811594,26.89782609,31.81,-85.97,165
1161,8.0043379,27.00555556,8.229333333,27.27272727,33.21,-87.62,52
1162,8.771190476,26.13253968,9.074637681,25.78095238,32.01,-85.75,134
1163,5.450746269,24.59166667,5.806666667,24.77638889,34.57,-85.61,324
1165,10.56309524,30.46820988,11.26851852,31.52962963,33.38,-112.58,271
1166,-0.239361702,22.20681818,0.255797101,22.71884058,36.15,-109.54,1710
1168,7.016666667,26.09727891,8.674242424,27.61111111,34.35,-111.7,808
1169,-2.280874317,15.82853107,-1.1775,16.6377193,35.27,-111.74,2239
1170,-2.716666667,17.05734463,-0.863636364,17.96666667,36.05,-112.15,2068
1172,6.690625,26.05689655,7.908333333,26.06666667,35.2,-114.02,1079
1173,4.102469136,29.07469136,4.900980392,29.68055556,36.86,-111.6,978
1174,8.588580247,28.11049383,9.769444444,28.815625,33.4,-110.87,1085
1175,12.46785714,33.07923077,13.47948718,33.56944444,34.15,-114.29,128
1176,5.540710383,23.42163743,6.9175,24.74509804,31.94,-109.84,1326
1177,3.141666667,21.55846995,3.886538462,22.58,34.57,-112.43,1587
1178,10.00666667,30.11851852,10.78525641,31.25866667,33.67,-111.15,672
1179,11.49830508,31.1327381,13.1375,32.11666667,33.08,-111.74,392
1180,6.985858586,26.53198925,7.338666667,27.00724638,32.81,-109.68,900
1182,2.905833333,21.39916667,3.524666667,22.1125,35.33,-112.88,1600
1183,9.625555556,25.79285714,10.32013889,26.61212121,31.71,-110.06,1405
1184,11.4129902,29.55025641,12.24814815,30.28627451,32.23,-110.95,742
1185,3.176488095,21.68867925,4.806060606,22.44666667,33.82,-109.98,1561
1186,9.088666667,28.19965986,9.923913043,29.42333333,33.98,-112.74,639
1187,-0.47568306,17.72650273,0.560666667,18.7057971,35.24,-112.19,2057
1188,12.08682171,30.45650407,13.71944444,32.125,32.61,-114.64,58
1189,5.595205479,26.11555556,5.582638889,26.46060606,34.88,-91.22,56
1190,5.50787037,26.53685446,5.094166667,26.7462963,35.08,-92.43,96
1191,3.462568306,25.56752874,3.778205128,25.77638889,36.42,-90.59,91
1192,4.62020202,25.66536458,4.816666667,25.54015152,36.42,-93.79,433
1194,3.95952381,25.66519608,3.917391304,25.43174603,36.43,-94.45,384
1195,2.271,23.80851064,2.305263158,24.05952381,36.49,-91.54,153
1196,4.799780702,24.95688889,5.095138889,25.2826087,34.57,-94.25,344
1197,4.147222222,25.43482143,4.392,25.89710145,35.6,-91.27,70
1198,4.370319635,25.83402778,4.947333333,26.07733333,35.51,-93.87,253
1199,6.65,26.80676329,6.975362319,27.3030303,34.23,-92.02,66
1200,3.161711712,25.17511416,3.349333333,25.14722222,36.26,-90.97,96
1201,6.610734463,26.32619048,6.817361111,26.45362319,33.82,-93.39,94
1202,7.287301587,26.90666667,7.289130435,27.1,33.81,-91.27,46
1203,5.121256039,26.28434343,5.043589744,26.278,35.3,-93.64,152
1204,10.09095238,16.45621891,10.73916667,17.25925926,37.87,-122.26,95
1206,12.63918129,31.37083333,14.2547619,32.43939394,32.95,-115.56,-31
1207,-0.423474178,19.72801932,0.693333333,20.116,41.53,-120.17,1423
1208,7.545355191,23.87627119,8.41969697,23.72727273,39.69,-121.82,56
1209,12.23169935,19.02278912,13.36521739,19.83833333,32.64,-117.09,17
1210,7.139265537,22.80467836,7.658333333,23.75882353,39.09,-120.95,725
1211,4.037562189,19.23174603,5.905797101,20.36111111,32.99,-116.59,1414
1212,8.58625731,23.17857143,9.330128205,23.36933333,38.53,-121.78,18
1213,11.65062893,36.44477124,13.57280702,37.9625,36.46,-116.87,-59
1214,7.487179487,22.69078014,8.016666667,22.58333333,38.33,-120.67,218
1215,7.708943089,12.14773663,8.258666667,13.34637681,40.81,-124.16,6
1216,7.997037037,24.90378788,9.243333333,26.08055556,34.7,-118.43,933
1217,7.407352941,11.60707071,7.863636364,13.47685185,39.51,-123.76,38
1218,9.323111111,26.6295045,9.740277778,27.35,36.78,-119.72,102
1219,8.397794118,25.29444444,8.82826087,26.10144928,36.32,-119.64,75
1220,3.768333333,20.5414966,6.13,20.52,41.8,-123.38,341
1221,9.229040404,20.34307692,9.335185185,21.46851852,38.62,-122.87,33
1222,7.306038647,26.43484848,6.969444444,27.40347222,36.8,-118.2,1204
1223,13.5655914,32.19726776,14.91875,33.02916667,33.71,-116.22,-6
1224,0.848888889,14.97202381,1.275757576,15.71060606,39.32,-120.64,1572
1225,8.619354839,25.93482143,9.638461538,26.00666667,36.38,-119.03,156
1226,8.808474576,20.68773585,9.200666667,21.59133333,37.69,-121.77,146
1227,8.630092593,22.45885417,8.885606061,22.825,38.11,-121.29,12
1228,9.353107345,25.30326797,9.935714286,25.71190476,39.15,-121.59,17
1229,7.856613757,24.08083333,8.35942029,24.40606061,37.29,-120.51,47
1230,1.907666667,18.04583333,2.45530303,18.53492063,41.32,-122.31,1094
1231,9.285915493,18.99825871,9.500757576,19.91904762,38.28,-122.26,11
1232,12.80373134,34.19427083,13.0474359,34.8,34.77,-114.62,271
1233,10.99100529,21.44234973,11.74375,21.81041667,34.45,-119.23,227
1235,5.706313131,20.45208333,6.396376812,21.69927536,41.31,-123.53,123
1236,13.67666667,23.24319728,14.24166667,24.13958333,34.15,-118.14,263
1237,8.457575758,20.65444444,9.195333333,21.50144928,35.63,-120.69,213
1239,1.243896714,17.01111111,1.906666667,18.23070175,39.94,-120.95,1042
1240,7.631818182,25.35078125,8.393181818,26.04736842,40.52,-122.3,152
1241,12.05298507,24.44348958,12.70289855,25.26666667,34.05,-117.19,402
1242,11.82297297,17.70159817,12.53405797,18.55079365,35.31,-120.66,96
1243,12.32965686,18.57239583,13.165,19.12685185,34.42,-119.68,2
1244,10.16644444,16.67453704,10.73571429,17.41052632,36.99,-121.99,40
1245,8.501243781,18.39897436,9.281818182,18.37222222,38.44,-122.7,53
