id,meanWi_before1970,meanSu_before1970,meanWi_after1990,meanSu_after1990,lat,long,elev
1,11.83333333,23.26666667,13.08933333,24.74855072,36.93,6.95,7
2,10.20952381,22.42777778,11.35,23.93666667,36.83,7.82,4
3,10.83488372,22.78393574,11.32133333,24.76041667,36.72,3.25,25
4,10.3,22,11.444,24.01533333,36.72,5.07,2
5,6.133333333,22.37479675,7.001282051,24.55933333,36.28,6.62,694
6,8.14,24.9037037,9.353205128,26.146,36.3,2.23,715
7,7.488888889,24.86388889,7.593055556,26.09202899,35.48,8.13,813
8,10.75576923,22.71013514,11.494,24.59027778,35.6,-0.6,90
9,11.79777778,31.44722222,12.484,33.37638889,34.8,5.73,87
10,8.900520833,28.51451613,8.584722222,29.94318182,33.77,2.93,765
11,6.887745098,26.38222222,7.721153846,27.12847222,33.6,-0.3,176
13,10.33809524,31.4,11.09935897,33.04,31.62,-2.23,773
14,11.58333333,31.96666667,12.01805556,34.6057971,31.7,2.9,398
16,12.12903226,33.27204301,12.92430556,35.63650794,30.13,-2.17,499
17,13.86666667,33.4,12.92884615,36.13866667,29.25,0.28,312
18,12.0452381,31.53333333,12.01730769,32.688,28.05,9.63,562
19,13.73333333,35.48333333,14.42948718,36.772,27.88,-0.28,263
20,14.83888889,35.85,15.64294872,37.504,27.2,2.47,293
21,13.94385965,28.10614035,14.13846154,29.57986111,22.78,5.52,1378
22,26.16666667,26.67098765,26.50897436,27.02101449,11.13,2.93,292
23,26.39705882,24.41041667,27.35873016,25.45,10.32,1.38,461
24,26.325,24.59166667,27.67651515,25.21805556,9.35,2.62,393
25,27.60277778,24.68431373,28.53866667,25.60625,8.03,2.47,200
26,27.38020833,24.40416667,28.16212121,25.28985507,7.17,2.07,167
28,24.83859649,29.30175439,24.78666667,30.16041667,14.03,-0.03,277
29,25.56458333,28.29166667,25.56333333,28.90625,13.57,-2.42,336
31,25.74649123,26.42407407,26.44637681,27.26304348,12.03,0.37,309
32,25.70617284,25.45769231,26.69533333,25.89930556,11.17,-4.32,460
33,26.24285714,26.71666667,26.46282051,27.60066667,11.75,-2.93,271
34,26.46842105,24.93333333,26.144,26.3884058,10.33,-3.18,335
35,25.61666667,26.73333333,25.98809524,26.37333333,10.45,14.25,422
37,20.28055556,19.9,19.93125,21.275,7.35,13.57,1104
38,26.33333333,25.79166667,28.1,NA,5.72,9.28,126
39,23.37843137,20.58125,NA,NA,5.55,12.37,1031
40,26.76315789,24.5754386,27.6525,25.6,4,9.73,9
41,22.98157895,22.36851852,24,22.8,4.47,14.37,656
42,26.95833333,25.08205128,27.58333333,25.48333333,2.95,9.9,16
43,21.60895522,24.31218905,22.275,24.70333333,16.88,-25,63
44,21.14509804,23.95882353,22.18125,25.34259259,16.73,-22.95,55
45,23.46078431,22.77380952,24.6712963,23.75526316,4.25,15.8,583
46,23.07807018,20.51904762,24.05588235,21.24509804,5.97,15.63,1020
48,24.65,24.74615385,25.57307692,25.13846154,6.48,17.43,465
50,26.0877193,24.55,27.2375,24.80555556,8.4,20.65,511
51,23.72105263,23.32592593,24.7530303,24.01388889,6.53,21.98,584
52,24.77666667,23.98888889,25.71666667,24.87777778,4.73,22.83,500
53,23.97254902,26.37843137,25.8,27.96666667,10.28,22.78,464
54,25.51777778,24.29404762,25.11428571,24.13,5.4,26.5,651
55,24.96944444,24.10555556,26.38518519,24.41805556,5.85,20.65,475
56,23.03611111,23.08787879,23.12962963,24.11428571,6.5,23.27,602
58,24.92719298,25.35882353,26.77777778,25.3,8.62,16.07,422
59,26.08425926,25.65,25.6,NA,9.37,14.92,455
60,26.87068966,26.37261905,26.6,26.69583333,9.1,18.4,365
61,26.07583333,28.98055556,25.96666667,28.95,13.85,20.85,549
62,27.38888889,24.57708333,27.78020833,24.95384615,-11.58,47.28,4
63,27.075,21.68703704,27.89777778,22.43928571,-22.32,40.33,13
64,26.18333333,21.93333333,26.87933333,22.91590909,-4.82,11.9,17
65,24.93650794,21.37833333,25.77028986,22.59083333,-4.2,12.7,330
66,23.95416667,21.06153846,24.61491228,21.96176471,-3.98,13.92,512
67,25.98888889,23.0452381,26.74848485,23.88833333,-3.48,12.62,161
68,25.6882716,22.67733333,26.3,23.7975,-4.25,15.25,316
69,25.36470588,24.79166667,26.02291667,25.68205128,-2.62,16.22,312
70,22.51764706,21.49111111,23.10964912,22.165625,-2.53,14.77,790
71,25.57291667,25.35625,26.29469697,25.85104167,-1.87,15.87,377
72,24.57222222,23.67179487,25.39166667,24.56923077,-0.02,15.58,379
73,24.36666667,23.91851852,25.32986111,24.79666667,1.62,16.05,352
74,24.906,24.17777778,25.76466667,25.16287879,1.62,18.07,326
76,26.82777778,24.71111111,27.18402778,24.79166667,8.05,-2.78,370
77,24.15277778,23.18823529,23.99047619,24.44166667,7.38,-7.52,340
78,26.37777778,24.07192982,26.99333333,24.47037037,7.73,-5.07,376
80,26.44367816,24.56190476,27.22368421,25.01666667,5.25,-3.93,8
81,26.68333333,24.74615385,27.02058824,25.15833333,5.3,-3.3,39
83,25.63240741,23.67314815,26.51428571,24.75333333,4.95,-6.08,66
84,25.35087719,34.42631579,25.88958333,35.13333333,11.55,43.15,19
86,14.15416667,25.47083333,15.06111111,26.76,31.2,29.95,7
87,16.05,27.5,14.05333333,27.79166667,30.13,31.4,74
88,14.19166667,27.86666667,14.74102564,28.58266667,29.87,31.33,141
89,13.49907407,28.39308176,14.92380952,29.95277778,28.08,30.73,40
90,17.26489899,33.33941799,17.36923077,34.646,24.03,32.88,100
91,13.70092593,29.62407407,12.4,33.2,28.33,28.9,130
92,13.70809524,30.74215686,13.7,31.0625,25.48,29,111
93,15.38070175,32.16666667,16.01666667,33.28684211,25.45,30.53,73
94,19.91785714,18.09545455,20.48484848,18.95701754,12.53,37.43,1966
95,16.83333333,21.08095238,17.74583333,22.23333333,11.08,39.72,1916
96,19.19047619,18.83333333,19.178,19.7057971,7.67,36.83,1676
97,18.54166667,15.92222222,19.755,17.1125,8.17,35.55,1974
98,16.18095238,16.05,16.65533333,16.98194444,8.98,38.8,2324
99,22.34111111,26.4047619,22.72933333,27.92681159,9.6,41.87,1146
100,25.3745098,22.06309524,26.6,23.83333333,-3.42,10.65,34
101,26.15666667,24.34,26.95,25.2,1,9.6,13
102,25.06296296,22.24074074,26.08,24.06666667,-2.85,11.02,79
103,23.83030303,22.50909091,24.63888889,23.5,2.08,11.48,599
104,23.33333333,21.40588235,24.27166667,22.925,0.57,12.87,515
105,19.76203704,21.58541667,19.9,21.73888889,11.32,-12.3,1026
106,25.30701754,23.20526316,25.67,23.46666667,10.05,-12.87,459
107,22.6908046,21.91309524,NA,22.85,10.37,-12.08,784
108,25.14912281,25.3877193,NA,26.2,10.38,-9.3,384
109,26.41428571,25.21666667,26.82222222,25.99,9.57,-13.62,26
110,23.44561404,23.62982456,23.5,23,8.53,-9.47,544
111,23.91111111,23.6,24.62,24.31666667,7.73,-8.83,470
112,24.52261905,25.8474359,25.74242424,27.15,11.88,-15.65,36
115,28.4962963,26.64509804,29.585,27.34920635,-0.47,39.63,147
116,20.48333333,18.00833333,21.02222222,18.66929825,-1.32,36.92,1624
117,26.5125,24.38095238,27.71555556,25.32948718,-3.23,40.1,23
118,26.11428571,24.24444444,NA,24.3,6.25,-10.35,18
119,10.15833333,26.27083333,10.92888889,27.51111111,32.08,12.55,691
120,13.09467593,25.79906103,12.84035088,27.7462963,32.9,13.2,84
121,13.25933333,26.04927536,13.46203704,26.04166667,32.1,20.27,132
123,25.63809524,23.25308642,26.63981481,23.81574074,-12.35,49.3,105
124,26.18518519,24.65555556,26.925,24.89,-14.63,47.77,57
126,26.9375,24.32111111,27.71203704,25.01568627,-15.67,46.35,18
127,27.30416667,23.01777778,27.50833333,23.53333333,-18.05,44.03,23
128,20.37890295,14.26255411,21.00396825,14.85701754,-18.8,47.48,1276
129,25.59561404,20.52037037,26.64,21.09722222,-18.12,49.4,6
130,25.78076923,20.23846154,26.25,20.4375,-21.2,48.37,6
131,27.28137255,20.90196078,28.02307692,21.38939394,-23.38,43.73,8
132,25.82435897,20.16956522,26.2775,20.72916667,-25.03,46.95,9
133,24.27096774,19.35222222,24.61666667,19.87592593,-15.68,34.97,767
135,21.71666667,32.79411765,21.93333333,34.35,18.43,1.35,459
136,21.64263566,31.26300813,22.91666667,32.92017544,16.72,-3,264
137,24.17142857,32.6037037,24.11296296,32.93125,16.27,-0.05,260
138,23.86491228,29.85,24.61354167,30.84555556,15.23,-9.35,237
139,26.0254386,31.175,25.62222222,32.19722222,15.33,-1.68,288
140,24.66018519,31.86666667,24.6,32.94666667,15.87,2.22,278
141,26.03060606,29.36257862,26.43409091,30.2942029,14.43,-11.43,47
142,23.90804598,29.07356322,24.60614035,29.47083333,14.52,-4.1,272
143,26.72888889,26.81777778,26.725,27.98235294,13.07,-9.47,334
144,25.2254386,27.93148148,25.34871795,28.64166667,13.4,-6.15,289
145,25.11754386,28.62407407,25.82266667,29.03263889,13.33,-4.83,284
146,26.95,27.52916667,27.24122807,28.625,12.85,-11.23,132
147,24.51474359,25.94545455,25.79285714,26.69607843,12.53,-7.95,381
148,24.07222222,27.35238095,25.62133333,27.24090909,12.38,-5.47,367
149,25.98055556,26.52314815,26.13695652,26.50185185,11.42,-7.5,351
150,24.39803922,25.89705882,26.60151515,26.33083333,11.35,-5.68,375
152,17.72666667,21.55789474,19.94565217,23.11060606,20.93,-17.03,3
153,20.88390805,34.29827586,22.29722222,34.77916667,20.52,-13.07,224
154,21.96481481,33.01764706,22.76166667,34.19375,19.75,-14.37,120
155,21.08735632,27.2297619,22.74102564,27.748,18.1,-15.95,3
156,21.43194444,32.68484848,22.10882353,33.74166667,18.57,-11.43,402
157,23.31,30.67111111,24.2797619,31.34583333,17.53,-14.68,75
158,23.69803922,30.25625,24.38787879,30.27916667,16.5,-15.82,6
159,25.10804598,32.20747126,25.08106061,33.84333333,16.6,-7.27,269
160,24.24761905,32.7952381,24.46203704,34.765625,16.63,-11.4,115
161,24.04444444,31.72222222,23.83141026,33.48030303,16.7,-9.6,223
162,27.66354167,23.72,28.29615385,24.39333333,-16.45,59.62,4
163,25.87916667,21.61875,26.63974359,22.52333333,-19.68,63.42,59
164,26.15877193,21.42222222,26.772,22.10763889,-20.43,57.67,57
165,12.7192029,21.68623188,13.46466667,22.79466667,33.57,-7.67,62
168,10.19375,28.84761905,10.44466667,29.90277778,30.93,-6.9,1140
169,26.29126984,23.14210526,27.38611111,23.44649123,-13,40.5,50
170,19.95,15.84,20.74473684,16.17380952,-13.3,35.3,1365
171,25.22948718,20.50555556,25.94117647,21.24561404,-15.1,39.28,441
172,28.66904762,23.06491228,28.93333333,23.47916667,-16.18,33.58,150
173,27.18295455,21.06923077,28.00980392,21.74333333,-17.88,36.88,16
174,27.13787879,20.71419753,27.70166667,21.48833333,-19.8,34.9,16
175,27.05350877,21.06798246,27.87222222,22.07833333,-23.87,35.38,15
176,25.58333333,18.8,26.005,19.99791667,-25.9,32.6,44
177,26.86666667,17.16666667,24.42666667,17.3,-19.6,18.12,1400
178,27.78333333,15.76315789,28.44166667,16.08787879,-26.53,18.12,1061
179,17.85789474,32.5745614,18.21736111,34.35378788,18.68,12.92,357
181,26.46222222,30.19888889,25.98333333,30.82272727,14.2,1.45,210
182,24.49583333,29.20119048,24.58733333,30,14.9,5.25,391
183,22.53809524,30.95,22.17361111,31.36811594,14.25,13.12,286
184,25.71474359,29.00138889,25.78680556,29.95833333,13.48,2.17,227
185,25.08666667,28.87083333,25.09027778,29.6442029,13.8,5.25,273
186,22.64561404,27.58859649,23.10507246,28.59855072,13.47,7.08,373
187,23.36206897,28.40057471,23.0280303,29.61231884,13.78,8.98,453
188,22.83333333,28.78229167,23.54924242,29.92222222,13.23,11.98,337
189,22.11736111,26.4826087,22.40333333,27.03,12.05,8.53,481
190,22.9308642,27.73571429,23.36111111,28.16111111,11.85,13.08,354
191,27.51666667,25.30588235,28.525,25.79019608,9.62,6.53,260
192,20.13039216,19.57291667,20.445,20.52,9.87,8.9,1285
194,25.67407407,24.41568627,26.53166667,24.89074074,4.85,7.02,18
196,26.875,26.16666667,28.1,27,7.68,8.62,97
197,22.86666667,27.74355556,23.248,27.17708333,16.05,-16.45,4
198,23.86388889,30.9287037,24.87820513,31.57013889,16.65,-14.97,7
199,24.93703704,30.11979167,26.14133333,30.68266667,15.38,-15.12,21
200,25.32222222,31.33684211,26.072,32.10416667,15.65,-13.25,17
201,21.51147541,26.6799435,22.32628205,26.98266667,14.73,-17.5,24
203,25.24166667,28.61018519,26.71736111,29.13888889,14.13,-16.07,7
204,26.14940476,28.61987179,27.47066667,29.09930556,13.77,-13.68,50
205,23.48070175,26.05277778,25.16111111,27.43095238,12.55,-16.27,23
206,24.22962963,27.40277778,25.18409091,28.70392157,12.88,-14.97,10
207,27.76666667,27.7,27.41515152,28.3212963,12.57,-12.22,167
208,27.09814815,25.1037037,27.65641026,25.77916667,-10.43,56.75,3
209,26.47155556,25.82351598,27.33589744,26.52333333,-4.67,55.52,3
210,26.9875969,25.5251004,26.81944444,25.91111111,8.62,-13.2,27
212,25.625,25.58333333,25.45833333,25.91666667,7.95,-11.77,93
213,25.14888889,24.23222222,25.44047619,24.92777778,9.58,-11.55,464
214,25.70175439,25.31851852,27.1,NA,7.98,-10.85,186
215,21.39649123,12.33619048,21.92333333,12.95952381,-23.87,29.45,1200
216,23.8037037,14.27708333,23.82727273,14.5030303,-23.15,29.57,900
217,26.24166667,15.92857143,26.50757576,16.74333333,-22.27,29.9,500
218,24.40333333,13.03333333,24.32121212,13.31515152,-25.5,26.35,-999
219,24.38,13.26666667,23.86666667,13.72666667,-25.75,27.48,-999
220,23.48333333,12.51666667,24.70833333,12.86666667,-25.72,27.3,-999
221,23.33245614,13.35980392,23.28257576,13.88787879,-25.73,28.18,1322
224,26.52916667,16.92222222,26.20555556,16.99666667,-24.98,31.6,0
225,24.13333333,10.91666667,23.98939394,11.2,-26.95,24.63,1250
226,22.34202899,10.69761905,22.48095238,10.88333333,-26.73,27.07,1300
227,19.49444444,11.08133333,19.81960784,11.31764706,-26.13,28.23,1700
228,21.57962963,9.6,21.35,9.85,-26.68,27.92,-999
229,20.85555556,8.618518519,20.98,9.635,-26.3,27.8,-999
230,18.75555556,8.732352941,19.16666667,9.566666667,-26.45,29.48,1700
231,18.83,9.08,18.83833333,9.933333333,-26.52,29.97,-999
232,19.14791667,8.873809524,19.21527778,9.583333333,-27.37,29.88,-999
233,18.125,14.13466667,19.06666667,14.23333333,-28.57,16.53,21
234,15.635,12.96333333,16.68333333,13.78484848,-29.23,16.87,4
235,26.99722222,13.08888889,27.4724359,12.99133333,-28.4,21.27,800
236,23.37878788,10.29,23.94935897,10.47569444,-28.8,24.77,1200
237,23.7,10.30666667,23.61333333,10.33703704,-28.2,24.07,-999
238,22.94545455,9.036666667,22.75724638,9.384920635,-29.1,26.3,1400
239,22.70333333,9.113333333,22.44242424,9.21969697,-28.95,26.33,-999
240,21.00185185,11.65595238,21.4,11.70909091,-29,29.88,1100
241,23.95185185,17.85416667,24.40694444,18.35151515,-28.5,32.4,107
242,23.44074074,9.300641026,23.65984848,10.21416667,-30.65,24.02,1200
243,19.78666667,11.90666667,20.12361111,12.2,-29.53,30.28,1100
244,23.06333333,16.96333333,23.53611111,17.34666667,-30.73,30.45,17
245,23.83529412,16.78125,24.21083333,17.35555556,-29.97,30.95,14
246,21.98333333,14.28666667,22.94861111,14.51818182,-31.67,18.5,34
248,21.70740741,7.860784314,21.74027778,8.116666667,-31.92,21.52,1300
249,21.29,9.006666667,21.51666667,8.65,-31.48,25.03,1250
250,22.14333333,17.48666667,22.62121212,17.99166667,-31.63,29.55,-999
253,17.05925926,5.105555556,17.89027778,5.687878788,-32.38,20.67,1500
254,23.04242424,13.51666667,23.83333333,12.26666667,-32.23,24.53,678
255,20.82,15.46333333,20.72777778,15.46041667,-33.53,27.1,-999
256,20.95166667,15.35333333,21.775,16.18484848,-33.52,26.82,-999
257,19.66333333,12.99333333,19.88030303,13.4875,-32.52,27.47,900
259,19.36666667,12.52666667,19.88809524,12.77777778,-33.98,18.43,-999
261,18.61190476,12.8,19.97307692,13.47666667,-34,22.38,193
262,19.66470588,12.96458333,20.88910256,13.92866667,-33.98,25.6,61
263,21.80208333,14.45625,22.8,14.71666667,-33.78,25.43,32
264,21.51818182,15.85333333,21.98974359,16.03,-33.03,27.83,125
265,13.44883721,8.816666667,14.41343284,9.677083333,-40.35,-9.88,54
266,18.07192982,13.70833333,18.46666667,12.96666667,-34.35,18.5,226
268,20.32666667,14.93,20.85833333,15.64,-34.18,22.15,61
270,6.346969697,3.536616162,7.675870647,4.36344086,-46.88,37.87,22
271,6.516666667,2.966666667,7.248611111,3.624603175,-46.43,51.87,143
272,6.949166667,1.848245614,7.577586207,2.386309524,-49.35,70.25,30
273,18.95534188,16.11255411,20.17777778,16.912,-16,-5.7,627
274,0.530434783,-9.141304348,0.795833333,-9.952380952,-60.72,-45.6,6
275,18.47883598,33.80081967,19.00793651,34.93484848,21.92,31.32,126
276,21.96833333,34.87368421,21.82424242,36.18695652,19.53,33.32,312
277,23.19765625,33.01775956,23.81439394,34.98166667,19.58,37.22,2
278,19.28518519,34.35833333,19.74047619,35.97368421,19.17,30.48,226
279,20.85833333,33.92380952,21.50614035,34.94666667,18.55,31.85,249
282,26.06666667,30.07701149,26.61515152,30.80606061,15.47,36.4,500
283,24.59074074,29.46296296,25.62314815,30.50185185,14,32.33,378
284,24.35833333,29.47333333,24.86212121,30.21742424,14.4,33.48,408
285,26.73166667,27.815,27.35,28.63333333,14.03,35.4,599
286,21.97244898,30.08514493,21.95916667,30.6287037,13.62,25.33,730
287,24.39074074,29.22666667,25.38529412,29.12666667,13.48,22.45,805
288,22.38825137,28.57457627,23.23863636,28.88560606,13.17,30.23,574
289,24.2308642,28.45061728,25.17936508,29.21212121,13.17,32.67,381
290,23.36018519,28.60666667,23.945,29.41403509,12.7,28.43,564
291,23.77407407,27.05925926,24.06354167,28.334375,12.05,24.88,674
292,26.30588235,27.82291667,27.3025,28.17424242,12.73,34.13,445
293,26.20833333,26.81428571,27.18253968,27.89637681,11.78,34.38,470
294,28.25686275,28.55625,29.53333333,28.42777778,11,29.72,499
295,26.9745283,26.21732026,27.92142857,26.77222222,9.55,31.65,388
296,28.12444444,27.47528736,29.70833333,27.91111111,7.7,28.02,438
297,29.63589744,27.0375,31.54444444,27.60757576,4.87,31.6,457
299,23.23598485,22.49090909,23.126,22.63115942,-5.08,32.83,1190
300,27.435,23.75263158,28.10972222,24.106,-6.87,39.2,55
301,22.37460317,17.28809524,22.762,18.04565217,-10.68,35.58,1067
302,24.44722222,27.48333333,25.55980392,27.89333333,13.4,-16.7,26
303,27.49259259,26.13055556,28.14710145,26.87916667,10.37,0.47,146
304,24.89351852,23.87291667,26.78550725,24.75833333,8.98,1.15,387
305,26.2787037,23.59895833,27.39565217,24.24411765,7.58,1.12,402
306,27.0462963,24.66666667,27.36060606,25.70641026,6.58,1.5,44
307,27.34259259,25.2745098,28.34333333,26.13571429,6.17,1.25,25
308,12.525,26.10944444,12.89333333,27.192,36.83,10.23,4
310,12.81666667,28.01944444,13.418,29.66866667,35.67,10.1,68
311,10.1,27.98333333,10.664,29.54533333,34.42,8.82,314
312,12.28571429,25.81025641,13.58730159,27.21666667,33.88,10.1,5
313,24.80877193,23.97982456,NA,NA,0.52,25.18,396
314,24.8,24.5375,NA,NA,-1.97,18.27,300
315,23.22916667,23.77222222,23.5,23.95,-5.88,22.42,657
316,20.74142857,17.34141414,20.79666667,18.30714286,-10.22,31.13,1384
318,23.7,18.97619048,22.40350877,18.11041667,-14.45,28.47,1207
319,25.123,18.07673611,25.71944444,19.77142857,-17.82,25.82,986
320,20.91296296,14.58403756,20.84416667,14.28796296,-17.92,31.13,1480
321,21.68055556,14.66384181,22.07685185,15.10686275,-20.15,28.62,1344
322,21.98115942,13.72246377,23.5,16.3,-20.07,30.87,1095
323,20.38918919,14.66203704,21.29166667,15.47777778,-20.2,32.62,1132
324,16.36916667,11.1875,16.6,11.89351852,-37.8,77.5,28
325,24.99782609,24.25072464,26.30217391,25.31136364,-7.97,-14.4,79
327,12.56984127,18.45772358,13.56376812,19.49166667,28.47,-16.32,617
328,17.74166667,23.69924242,18.52628205,24.47463768,28.45,-16.25,36
329,18.02222222,23.98518519,19.13229167,24.82222222,28.45,-13.87,23
330,13.2037037,22.55740741,14.47777778,23.33690476,35.9,-5.32,4
331,27.27962963,24.40882353,27.96458333,25.40396825,-12.8,45.28,7
332,25.67407407,21.03333333,26.3625,21.74130435,-20.88,55.52,25
333,27.45,23.74166667,28.28055556,24.66111111,-15.88,54.52,13
334,16.82291667,20.29270833,18.1515873,21.12,23.7,-15.87,10
335,5.480555556,31.72666667,5.383333333,32.3,36.7,67.2,378
336,-0.907142857,22.51363636,-2.594444444,24.3,34.55,69.22,1791
337,7.305555556,30.29333333,10.225,NA,31.5,65.85,1010
338,17.25114943,32.38809524,18.11282051,34.39027778,26.27,50.65,2
339,18.05,28.25,17.37222222,28.65,25.73,89.23,34
340,18.2947619,28.15047619,17.58333333,28.83666667,25.65,88.68,37
342,19.7627193,28.36754386,19.08333333,28.43666667,24.72,90.43,19
343,18.81547619,26.85714286,18.36770833,27.15444444,24.9,91.88,35
344,19.32941176,28.11764706,19.00777778,28.46410256,23.77,90.38,9
345,19.69444444,28.86302083,19.53,28.87,23.6,89.85,9
346,19.8962963,27.75857143,19.41333333,28.17,23.43,91.18,10
347,18.09054054,27.57916667,17.57708333,28.24,23.18,89.17,7
349,18.925,26.74069264,18.16190476,27.56410256,22.75,90.37,4
350,20.15151515,27.11666667,19.75,27.77,22.63,92.2,63
351,20.10634921,27.1015873,20.05595238,27.41794872,22.27,91.82,6
352,20.94780702,27.12820513,20.62777778,27.2952381,21.43,91.97,4
353,16.46527778,28.18333333,16.50833333,28.35,22.3,114.17,62
354,-24.55320513,18.43611111,-22.52692308,19.252,49.22,119.75,611
355,-17.39848485,21.29833333,-15.65448718,22.27466667,47.38,123.92,148
356,-18.59537037,20.02916667,-18.27222222,21.26666667,45.97,128.73,110
357,-15.48333333,20.43833333,-13.78782051,20.88266667,47.73,88.08,737
358,-14.45,25.92592593,-13.01666667,26.48636364,45.6,84.85,428
359,-7.293859649,21.21929825,-5.582051282,22.67933333,43.95,81.33,663
360,-13.76491228,22.96666667,-10.01730769,23.046,43.78,87.62,919
361,-7.554385965,23.09649123,-5.397435897,24.00641026,41.72,82.95,1100
362,-4.7,25.40606061,-4.716666667,26.7969697,41.75,86.13,933
363,-3.856410256,24.39444444,-2.578205128,24.87133333,39.47,75.98,1291
364,-6.007843137,26.48039216,-4.676923077,26.74533333,39.03,88.17,889
365,-1.808333333,25.328,-0.920512821,25.94733333,37.13,79.93,1375
366,-9.835185185,26.01372549,-7.155128205,25.672,42.82,93.52,739
368,-9.587179487,17.92222222,-10.98333333,20.17727273,41.8,97.03,1770
369,-7.190740741,23.8254902,-5.8,24.73717949,40.15,94.68,1140
371,-7.339814815,21.71203704,-6.944871795,21.428,39.77,98.48,1478
372,-7.398888889,22.08333333,-5.911904762,23.05769231,38.63,103.08,1367
373,-9.077777778,13.81777778,-7.852564103,14.25,36.3,98.1,3192
374,-7.002777778,15.70611111,-6.908333333,16.16212121,36.62,101.77,2262
375,-4.316176471,22.07843137,-2.192307692,22.01538462,36.05,103.88,1518
376,-16.13958333,21.99555556,-14.04466667,23.0826087,44.22,111.53,965
377,-12.58958333,20.77083333,-10.77738095,21.91410256,41.57,108.52,1290
378,-6.92962963,22.29019608,-4.823076923,23.03533333,38.48,106.22,1112
379,-5.374468085,22.82137681,-2.875,23.10208333,37.78,112.55,779
380,-4.497101449,21.37166667,-3.652380952,21.32820513,36.6,109.5,959
381,-11.19259259,22.14444444,-10.725,23.70666667,44.57,120.9,266
384,-11.18452381,21.14230769,-9.401515152,22.14666667,42.27,118.97,572
385,-12.63018018,20.26388889,-10.71730769,20.55066667,42.88,129.47,178
386,-11.05068027,22.48985507,-9.207051282,23.24266667,41.77,123.43,43
388,-3.342857143,22.74308943,-2.107142857,22.99487179,38.9,121.63,97
389,-0.378828829,26.51212121,0.916666667,26.22307692,36.68,116.98,58
390,-0.136666667,23.23627451,1.500641026,23.56933333,36.07,120.33,77
391,-9.08,9.45,-8.325,9.798484848,30.95,88.63,4670
392,0.261904762,16.42179487,0.880434783,16.48833333,29.67,91.13,3650
393,-14.36388889,7.115277778,-13.42222222,7.624242424,34.22,92.43,4535
394,-6.913888889,11.21176471,-5.458333333,12.29615385,33.02,97.02,3682
395,-11.01111111,9.008333333,-10.05,9.568181818,33.75,99.65,3968
397,-7.527777778,11.23888889,-6.358333333,11.68484848,31.88,93.78,4024
398,-1.331481481,15.45648148,-0.475,15.78933333,31.15,97.17,3307
399,7.147368421,25.41710526,7.351282051,25.02564103,30.67,104.02,508
401,10.59301075,21.86021505,10.93397436,22.31066667,27.9,102.27,1599
402,8.937777778,19.95426357,9.765277778,20.20757576,25.12,98.48,1649
405,13.41578947,23.10925926,13.97466667,23.66266667,23.38,103.38,1302
406,0.8,26.20490196,2.08,26.29,34.3,108.93,398
408,4.184848485,25.51827957,4.604761905,25.26025641,33.07,107.03,509
409,6.087037037,27.19803922,6.625,27.02727273,30.7,111.3,134
411,9.0125,27.47166667,9.119444444,27.92727273,29.52,106.48,351
413,4.815656566,21.85483871,5.358333333,22.51794872,26.58,106.72,1074
414,9.043859649,28.47368421,9.764102564,28.59733333,25.85,114.95,125
415,1.514583333,26.95777778,2.222222222,26.71969697,34.28,117.15,42
416,3.260416667,26.85625,4.552564103,27.55833333,32,118.8,12
417,5.266666667,27.00952381,5.762820513,26.47291667,31.2,121.4,7
419,6.148148148,27.5254902,6.886904762,28.19487179,28.97,118.87,71
420,7.452777778,25.09444444,8.338888889,25.77878788,28.45,121.88,84
421,12.40350877,28.3037037,12.19102564,28.70512821,26.08,119.28,85
422,15.10902778,28.6442029,14.45238095,28.21666667,23.9,106.6,242
423,13.38823529,27.02708333,14.03680556,27.49927536,23.13,113.32,8
424,14.83815789,28.18603604,15.54487179,28.58,23.4,116.68,3
426,17.72708333,27.89555556,18.8,28.436,20.03,110.35,15
427,19.07037037,25.04583333,19.12142857,25.18888889,18.23,109.52,7
428,23.87692308,28.9025641,24.23888889,29.41515152,16.83,112.33,5
429,-17.27777778,20.63333333,-13.04298246,21.34791667,41.78,126.88,332
430,-15.3125,18.72083333,-13.56166667,19.4625,41.4,128.17,714
431,-3.944444444,18.80740741,-2.381578947,19.68222222,40.67,129.2,19
432,-6.618518519,21.76296296,-4.720175439,22.425,40.1,124.38,7
433,-1.841666667,21.28333333,-0.573684211,22.20104167,39.18,127.43,36
434,-5.603703704,22.94074074,-3.594736842,23.68333333,39.03,125.78,38
435,-3.277777778,22.64074074,-1.42,23.12395833,38.03,125.7,81
436,2.159649123,22.92171053,3.980769231,23.23666667,34.08,74.83,1587
437,12.48636364,30.71111111,12.7375,30.79130435,31.63,74.87,234
438,7.359027778,18.33615023,8.017460317,18.35462963,29.47,79.65,2311
440,15.19316239,31.41025641,15.58333333,31.71733333,28.58,77.2,216
441,17.17971014,27.59676617,17.83846154,28.15133333,27.48,95.02,111
443,16.43256705,30.08716475,16.65,30.86666667,26.82,75.8,390
444,16.41494253,28.13809524,16.72,28.65,26.17,85.9,49
447,18.34461538,30.65483871,18.65666667,31.20833333,25.15,75.85,274
448,17.32068966,31.08604651,18.04015152,31.42619048,25.45,81.73,98
449,13.14239766,20.95401235,13.68194444,21.14090909,25.25,91.73,1313
450,10.92189055,21.18308458,11.30666667,21.00666667,25.57,91.88,1598
451,17.53634259,30.23897059,18.53263889,30.50434783,24.05,84.07,221
